Provider,TotalClaims,UniqueBeneficiaries,UniquePhysicians,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,IPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_mean,ChronicCond_Alzheimer_mean,ChronicCond_Heartfailure_mean,ChronicCond_KidneyDisease_mean,ChronicCond_Cancer_mean,ChronicCond_ObstrPulmonary_mean,ChronicCond_Depression_mean,ChronicCond_Diabetes_mean,ChronicCond_IschemicHeart_mean,ChronicCond_Osteoporasis_mean,ChronicCond_rheumatoidarthritis_mean,ChronicCond_stroke_mean,RenalDiseaseIndicator_mean,PotentialFraud,PotentialFraud_Encoded
PRV55913,1267,587,12,373270,294.6093133385951,575.1942330162773,3540.0,2.794001578531965,11.946329913180742,11.976322020520916,3718.1057616416733,2627.07182320442,0.44593528018942385,0.6250986582478295,0.44909234411996846,0.14601420678768745,0.36937647987371747,0.4230465666929755,0.7182320441988951,0.7584846093133386,0.34964483030781374,0.3267561168113654,0.122336227308603,0.20363062352012629,Yes,1
PRV55914,63,62,40,170660,2708.8888888888887,4211.946569795257,22518.0,357.42857142857144,11.619047619047619,12.0,10566.507936507936,2274.6031746031745,0.38095238095238093,0.6825396825396826,0.5873015873015873,0.09523809523809523,0.2222222222222222,0.3968253968253968,0.746031746031746,0.8412698412698413,0.2698412698412698,0.3333333333333333,0.09523809523809523,0.3333333333333333,Yes,1
PRV55915,32,27,13,8870,277.1875,579.5116652503989,0.0,0.0,12.0,12.0,1774.375,2249.0625,0.28125,0.625,0.53125,0.125,0.4375,0.5,0.90625,0.71875,0.3125,0.5,0.125,0.1875,No,0
PRV55916,127,106,15,1311040,10323.149606299212,11180.527126510924,121842.0,967.0,12.0,11.952755905511811,19428.976377952757,2693.700787401575,0.5118110236220472,0.7244094488188977,0.6771653543307087,0.25984251968503935,0.4881889763779528,0.4409448818897638,0.8503937007874016,0.8582677165354331,0.4330708661417323,0.3700787401574803,0.18110236220472442,0.3937007874015748,No,0
PRV55917,50,50,43,14150,283.0,517.2227641501311,20.0,0.4,12.0,11.76,2956.0,1832.8,0.32,0.52,0.36,0.12,0.32,0.42,0.74,0.78,0.28,0.38,0.04,0.14,No,0
PRV55918,10,10,8,17760,1776.0,3736.3684091493024,2136.0,213.6,12.0,12.0,3900.0,1235.0,0.3,0.7,0.4,0.2,0.3,0.6,0.8,0.7,0.2,0.3,0.2,0.2,No,0
PRV55919,21,19,9,6050,288.0952380952381,503.24565619207334,0.0,0.0,11.428571428571429,11.904761904761905,6372.380952380952,1708.095238095238,0.38095238095238093,0.5714285714285714,0.23809523809523808,0.2857142857142857,0.23809523809523808,0.5238095238095238,0.8571428571428571,0.7142857142857143,0.19047619047619047,0.2857142857142857,0.09523809523809523,0.09523809523809523,No,0
PRV55920,110,102,64,25550,232.27272727272728,540.8041228109994,260.0,2.3636363636363638,12.0,12.0,4674.0,2468.090909090909,0.4090909090909091,0.6363636363636364,0.42727272727272725,0.20909090909090908,0.36363636363636365,0.4727272727272727,0.7363636363636363,0.8272727272727273,0.3090909090909091,0.32727272727272727,0.07272727272727272,0.13636363636363635,No,0
PRV55921,59,56,40,21140,358.3050847457627,737.2552838701052,90.0,1.5254237288135593,12.0,12.0,2674.0677966101694,2108.9830508474574,0.3728813559322034,0.576271186440678,0.4406779661016949,0.1016949152542373,0.288135593220339,0.4576271186440678,0.8305084745762712,0.6779661016949152,0.3050847457627119,0.3559322033898305,0.03389830508474576,0.2542372881355932,No,0
PRV55925,21,20,15,50810,2419.5238095238096,4613.851402234879,4312.0,205.33333333333334,12.0,12.0,8020.952380952381,1565.7142857142858,0.6190476190476191,0.7619047619047619,0.5238095238095238,0.19047619047619047,0.38095238095238093,0.42857142857142855,0.5714285714285714,0.7619047619047619,0.3333333333333333,0.38095238095238093,0.14285714285714285,0.14285714285714285,No,0
PRV55926,26,26,12,6930,266.53846153846155,570.7464747692609,30.0,1.1538461538461537,12.0,12.0,3287.6923076923076,3945.3846153846152,0.38461538461538464,0.5384615384615384,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.4230769230769231,0.6153846153846154,0.6923076923076923,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.23076923076923078,No,0
PRV55927,212,167,38,72180,340.47169811320754,717.5747490834815,650.0,3.0660377358490565,11.773584905660377,11.915094339622641,4253.254716981132,2880.6603773584907,0.4339622641509434,0.6509433962264151,0.4716981132075472,0.16037735849056603,0.37264150943396224,0.46226415094339623,0.75,0.7924528301886793,0.33490566037735847,0.36792452830188677,0.08490566037735849,0.2971698113207547,No,0
PRV55928,12,11,5,6410,534.1666666666666,989.3106721655265,0.0,0.0,12.0,11.5,916.6666666666666,2171.6666666666665,0.25,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,No,0
PRV55929,287,215,13,68790,239.68641114982577,535.7795176450704,800.0,2.7874564459930316,11.874564459930314,11.958188153310104,4768.501742160279,2359.895470383275,0.44947735191637633,0.6341463414634146,0.42857142857142855,0.12195121951219512,0.313588850174216,0.4634146341463415,0.710801393728223,0.7839721254355401,0.26480836236933797,0.26480836236933797,0.10452961672473868,0.22996515679442509,No,0
PRV55930,45,34,16,84580,1879.5555555555557,4267.165311770778,7816.0,173.6888888888889,12.0,12.0,8607.111111111111,2599.777777777778,0.2222222222222222,0.4444444444444444,0.4888888888888889,0.15555555555555556,0.26666666666666666,0.28888888888888886,0.6888888888888889,0.8,0.24444444444444444,0.24444444444444444,0.06666666666666667,0.2222222222222222,No,0
PRV55931,295,108,19,85700,290.50847457627117,571.0332672225637,810.0,2.7457627118644066,11.715254237288136,12.0,3572.9491525423728,1979.7288135593221,0.37966101694915255,0.511864406779661,0.22033898305084745,0.1016949152542373,0.1864406779661017,0.39661016949152544,0.6406779661016949,0.7864406779661017,0.3593220338983051,0.34915254237288135,0.0576271186440678,0.18983050847457628,No,0
PRV55933,498,356,32,496430,996.847389558233,3056.920226046746,49022.0,98.63581488933602,11.80722891566265,11.997991967871487,6140.562248995984,1900.6224899598394,0.40963855421686746,0.5602409638554217,0.39959839357429716,0.10441767068273092,0.29518072289156627,0.40160642570281124,0.7369477911646586,0.7791164658634538,0.3152610441767068,0.30522088353413657,0.09236947791164658,0.18674698795180722,No,0
PRV55934,653,218,33,254220,389.31087289433384,963.3571714130169,8308.0,12.72281776416539,11.957120980091883,11.957120980091883,3642.7105666156203,3135.987748851455,0.39509954058192953,0.6217457886676876,0.3905053598774885,0.14701378254211334,0.28024502297090353,0.4333843797856049,0.6967840735068913,0.7411944869831547,0.35222052067381315,0.32618683001531396,0.10413476263399694,0.19601837672281777,Yes,1
PRV55935,550,393,117,125030,227.3272727272727,453.9339702488878,1310.0,2.381818181818182,11.86909090909091,11.876363636363637,5028.054545454545,2004.5454545454545,0.39454545454545453,0.5290909090909091,0.4,0.1509090909090909,0.3018181818181818,0.3981818181818182,0.6709090909090909,0.7363636363636363,0.3690909090909091,0.2672727272727273,0.11818181818181818,0.1890909090909091,No,0
PRV55936,24,24,16,5750,239.58333333333334,550.1895259751439,90.0,3.75,11.0,11.916666666666666,6305.0,1453.75,0.4583333333333333,0.5833333333333334,0.3333333333333333,0.125,0.3333333333333333,0.4166666666666667,0.5416666666666666,0.875,0.3333333333333333,0.2916666666666667,0.041666666666666664,0.25,No,0
PRV55937,382,201,26,165910,434.3193717277487,1172.5654099094595,8366.0,21.900523560209425,12.0,11.981675392670157,3976.1780104712043,2205.2094240837696,0.4319371727748691,0.6099476439790575,0.46596858638743455,0.14397905759162305,0.387434554973822,0.47643979057591623,0.6780104712041884,0.824607329842932,0.32722513089005234,0.34554973821989526,0.08638743455497382,0.20418848167539266,No,0
PRV55938,9,9,7,1400,155.55555555555554,156.85272639574288,0.0,0.0,12.0,12.0,6416.666666666667,3940.0,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.7777777777777778,1.0,0.6666666666666666,0.2222222222222222,0.0,0.3333333333333333,No,0
PRV55939,51,40,32,301760,5916.862745098039,9182.551168427233,30134.0,590.8627450980392,12.0,12.0,11671.764705882353,2162.156862745098,0.5294117647058824,0.7647058823529411,0.39215686274509803,0.09803921568627451,0.5098039215686274,0.39215686274509803,0.803921568627451,0.8431372549019608,0.2549019607843137,0.37254901960784315,0.19607843137254902,0.27450980392156865,No,0
PRV55940,32,29,21,7690,240.3125,368.269574956593,80.0,2.5,12.0,12.0,5003.75,2287.5,0.34375,0.625,0.375,0.1875,0.21875,0.375,0.53125,0.78125,0.375,0.21875,0.03125,0.125,No,0
PRV55941,57,56,45,14730,258.42105263157896,552.9169062916759,190.0,3.3333333333333335,11.368421052631579,11.789473684210526,2742.4561403508774,1541.0526315789473,0.3508771929824561,0.43859649122807015,0.3684210526315789,0.08771929824561403,0.2982456140350877,0.43859649122807015,0.543859649122807,0.6666666666666666,0.2631578947368421,0.22807017543859648,0.03508771929824561,0.14035087719298245,No,0
PRV55942,82,78,12,23270,283.780487804878,931.4102413218707,2566.0,31.29268292682927,12.0,12.0,4044.0243902439024,2135.121951219512,0.4024390243902439,0.6219512195121951,0.4878048780487805,0.10975609756097561,0.32926829268292684,0.45121951219512196,0.6951219512195121,0.7439024390243902,0.2804878048780488,0.3048780487804878,0.12195121951219512,0.23170731707317074,No,0
PRV55943,721,519,29,484070,671.3869625520111,2124.2618368367166,37912.0,52.58252427184466,11.875173370319,11.889042995839112,5667.55894590846,2057.46185852982,0.3800277392510402,0.5728155339805825,0.39805825242718446,0.0957004160887656,0.2801664355062413,0.3855755894590846,0.7031900138696255,0.739251040221914,0.30097087378640774,0.3092926490984743,0.0957004160887656,0.18723994452149792,No,0
PRV55944,26,25,13,97870,3764.230769230769,6771.228055871061,11768.0,452.61538461538464,11.76923076923077,11.76923076923077,9703.461538461539,1760.3846153846155,0.46153846153846156,0.5769230769230769,0.5,0.23076923076923078,0.46153846153846156,0.4230769230769231,0.8461538461538461,0.8461538461538461,0.2692307692307692,0.3076923076923077,0.0,0.15384615384615385,No,0
PRV55945,20,19,10,5050,252.5,507.1060825383269,0.0,0.0,12.0,12.0,2030.0,2124.5,0.4,0.65,0.35,0.15,0.3,0.65,0.8,0.6,0.25,0.25,0.05,0.1,No,0
PRV55946,50,50,35,22600,452.0,1974.6402410648511,60.0,1.2,12.0,12.0,4844.8,2417.8,0.38,0.5,0.4,0.14,0.28,0.5,0.72,0.72,0.38,0.36,0.1,0.14,No,0
PRV55948,28,28,21,75960,2712.8571428571427,9763.623286594975,4402.0,157.21428571428572,12.0,12.0,6062.5,2590.0,0.35714285714285715,0.4642857142857143,0.42857142857142855,0.25,0.25,0.42857142857142855,0.6428571428571429,0.7857142857142857,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.21428571428571427,No,0
PRV55950,11,11,9,7470,679.0909090909091,1115.575676908156,0.0,0.0,12.0,12.0,3181.818181818182,1837.2727272727273,0.36363636363636365,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.09090909090909091,No,0
PRV55951,448,355,77,421000,939.7321428571429,3553.419743627365,40566.0,90.75167785234899,11.910714285714286,11.9375,4683.549107142857,1775.044642857143,0.390625,0.5959821428571429,0.39285714285714285,0.16071428571428573,0.3125,0.3638392857142857,0.671875,0.7745535714285714,0.265625,0.31473214285714285,0.09598214285714286,0.20535714285714285,Yes,1
PRV55953,13,13,5,5630,433.0769230769231,611.8331010902757,0.0,0.0,12.0,12.0,2450.769230769231,4084.6153846153848,0.38461538461538464,0.6923076923076923,0.6153846153846154,0.15384615384615385,0.15384615384615385,0.6153846153846154,0.9230769230769231,0.8461538461538461,0.38461538461538464,0.46153846153846156,0.0,0.15384615384615385,No,0
PRV55955,246,235,158,63250,257.1138211382114,488.3100838732272,610.0,2.4796747967479673,11.83739837398374,11.83739837398374,4154.430894308943,2131.3414634146343,0.3333333333333333,0.6097560975609756,0.4268292682926829,0.1951219512195122,0.2886178861788618,0.3943089430894309,0.6951219512195121,0.7317073170731707,0.3170731707317073,0.37398373983739835,0.06910569105691057,0.21951219512195122,No,0
PRV55956,22,18,11,64190,2917.7272727272725,4450.343947990004,7476.0,356.0,12.0,12.0,8558.636363636364,2058.6363636363635,0.5454545454545454,0.5909090909090909,0.5,0.3181818181818182,0.36363636363636365,0.5,0.6818181818181818,0.8636363636363636,0.13636363636363635,0.4090909090909091,0.18181818181818182,0.13636363636363635,No,0
PRV55957,107,100,78,243440,2275.1401869158876,6478.530779819442,22668.0,213.8490566037736,11.88785046728972,11.83177570093458,6435.420560747663,2375.88785046729,0.40186915887850466,0.5607476635514018,0.4392523364485981,0.2616822429906542,0.3177570093457944,0.4485981308411215,0.6542056074766355,0.7476635514018691,0.37383177570093457,0.34579439252336447,0.08411214953271028,0.18691588785046728,Yes,1
PRV55958,30,28,15,8020,267.3333333333333,643.3743659119809,0.0,0.0,12.0,12.0,2248.0,2002.3333333333333,0.5333333333333333,0.5,0.3,0.16666666666666666,0.36666666666666664,0.4666666666666667,0.7,0.8,0.23333333333333334,0.43333333333333335,0.26666666666666666,0.16666666666666666,No,0
PRV55959,324,160,6,74710,230.58641975308643,482.05631706067487,810.0,2.5,11.851851851851851,11.962962962962964,4153.950617283951,1651.4197530864199,0.44753086419753085,0.6234567901234568,0.4783950617283951,0.12654320987654322,0.2623456790123457,0.42592592592592593,0.7160493827160493,0.7808641975308642,0.2962962962962963,0.22839506172839505,0.1388888888888889,0.22530864197530864,Yes,1
PRV55963,47,43,41,8530,181.48936170212767,188.46033746496846,100.0,2.127659574468085,12.0,11.872340425531915,2571.9148936170213,1640.8510638297873,0.425531914893617,0.40425531914893614,0.3191489361702128,0.0425531914893617,0.23404255319148937,0.425531914893617,0.6170212765957447,0.7872340425531915,0.3191489361702128,0.3404255319148936,0.0851063829787234,0.1276595744680851,No,0
PRV55964,37,33,24,8180,221.0810810810811,465.7000929531543,130.0,3.5135135135135136,12.0,12.0,5317.2972972972975,1987.2972972972973,0.43243243243243246,0.5945945945945946,0.2702702702702703,0.24324324324324326,0.2972972972972973,0.21621621621621623,0.7027027027027027,0.5945945945945946,0.2972972972972973,0.35135135135135137,0.08108108108108109,0.10810810810810811,No,0
PRV55965,33,30,12,9180,278.1818181818182,478.8231311341286,70.0,2.121212121212121,11.636363636363637,11.636363636363637,3792.121212121212,2410.3030303030305,0.36363636363636365,0.696969696969697,0.36363636363636365,0.18181818181818182,0.30303030303030304,0.30303030303030304,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2727272727272727,0.09090909090909091,0.18181818181818182,No,0
PRV55966,21,21,10,7620,362.85714285714283,511.3134347652412,0.0,0.0,12.0,12.0,4634.285714285715,2262.3809523809523,0.3333333333333333,0.47619047619047616,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.5238095238095238,0.6190476190476191,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.09523809523809523,0.14285714285714285,No,0
PRV55968,148,75,16,53460,361.2162162162162,690.6153279241759,570.0,3.8513513513513513,12.0,12.0,10522.635135135135,3225.4054054054054,0.34459459459459457,0.6554054054054054,0.38513513513513514,0.08108108108108109,0.28378378378378377,0.31756756756756754,0.7297297297297297,0.7027027027027027,0.3108108108108108,0.25675675675675674,0.060810810810810814,0.18243243243243243,No,0
PRV55969,688,527,1,204140,296.7151162790698,582.1292745010649,2200.0,3.197674418604651,11.918604651162791,11.965116279069768,4205.116279069767,2394.6220930232557,0.375,0.6366279069767442,0.42005813953488375,0.16569767441860464,0.3168604651162791,0.45058139534883723,0.7281976744186046,0.7645348837209303,0.3008720930232558,0.30523255813953487,0.10755813953488372,0.2194767441860465,No,0
PRV55970,40,38,25,221400,5535.0,9988.284419309735,17188.0,429.7,12.0,12.0,10392.5,2179.25,0.575,0.6,0.425,0.175,0.375,0.55,0.675,0.8,0.275,0.175,0.05,0.15,No,0
PRV55971,620,317,13,1212000,1954.8387096774193,5943.541108711078,107852.0,174.5177993527508,11.948387096774194,11.956451612903226,7254.5,2115.048387096774,0.39838709677419354,0.6209677419354839,0.45645161290322583,0.14677419354838708,0.33225806451612905,0.4693548387096774,0.7016129032258065,0.7645161290322581,0.3903225806451613,0.3741935483870968,0.10967741935483871,0.22580645161290322,Yes,1
PRV55972,110,107,85,152520,1386.5454545454545,3206.163913339325,19464.0,178.56880733944953,12.0,12.0,5851.636363636364,3131.2727272727275,0.5,0.5545454545454546,0.4090909090909091,0.1,0.39090909090909093,0.36363636363636365,0.8,0.8272727272727273,0.4,0.32727272727272727,0.08181818181818182,0.2,No,0
PRV55974,175,51,1,69110,394.9142857142857,795.5731459406306,310.0,1.7714285714285714,12.0,11.98857142857143,3097.3714285714286,3514.2285714285713,0.45714285714285713,0.4342857142857143,0.45714285714285713,0.28,0.35428571428571426,0.4514285714285714,0.6971428571428572,0.8914285714285715,0.32571428571428573,0.44571428571428573,0.08,0.2057142857142857,No,0
PRV55977,1302,762,15,371100,285.0230414746544,630.5718579443,3110.0,2.38863287250384,11.981566820276498,11.973118279569892,3661.9124423963135,2442.2887864823347,0.38018433179723504,0.5798771121351767,0.3955453149001536,0.1436251920122888,0.27956989247311825,0.4400921658986175,0.7012288786482335,0.7365591397849462,0.3033794162826421,0.2980030721966206,0.10138248847926268,0.19431643625192013,Yes,1
PRV55978,401,342,166,957490,2387.755610972569,6196.554441794626,95074.0,239.48110831234257,11.880299251870325,11.98503740648379,8506.857855361595,1887.581047381546,0.4613466334164589,0.5935162094763092,0.4613466334164589,0.1596009975062344,0.3167082294264339,0.486284289276808,0.7306733167082294,0.8179551122194514,0.30673316708229426,0.3316708229426434,0.10723192019950124,0.2169576059850374,No,0
PRV55980,17,17,14,8700,511.7647058823529,647.3429857320388,0.0,0.0,12.0,12.0,2218.823529411765,3920.0,0.058823529411764705,0.4117647058823529,0.5294117647058824,0.058823529411764705,0.11764705882352941,0.5882352941176471,0.7058823529411765,0.7647058823529411,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.29411764705882354,No,0
PRV55981,54,54,29,110140,2039.6296296296296,3848.759154591114,16150.0,299.0740740740741,12.0,11.777777777777779,5881.666666666667,1910.7407407407406,0.46296296296296297,0.7407407407407407,0.37037037037037035,0.16666666666666666,0.3333333333333333,0.37037037037037035,0.8148148148148148,0.8148148148148148,0.25925925925925924,0.42592592592592593,0.1111111111111111,0.14814814814814814,No,0
PRV55982,4,4,4,750,187.5,192.07203509794616,0.0,0.0,12.0,12.0,750.0,2367.5,0.5,0.25,0.0,0.0,0.0,0.25,0.5,0.75,0.5,0.0,0.0,0.0,No,0
PRV55983,22,21,18,119670,5439.545454545455,10515.614909571714,8614.0,391.54545454545456,12.0,12.0,13814.545454545454,1220.909090909091,0.3181818181818182,0.7272727272727273,0.45454545454545453,0.18181818181818182,0.4090909090909091,0.4090909090909091,0.6363636363636364,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.22727272727272727,0.3181818181818182,No,0
PRV55984,392,282,40,126120,321.734693877551,648.8195466483339,830.0,2.11734693877551,11.885204081632653,11.938775510204081,4340.6377551020405,2436.5561224489797,0.4030612244897959,0.5943877551020408,0.4260204081632653,0.18877551020408162,0.35714285714285715,0.46938775510204084,0.7270408163265306,0.8010204081632653,0.34438775510204084,0.25255102040816324,0.11479591836734694,0.21428571428571427,No,0
PRV55985,58,52,40,19270,332.2413793103448,686.0490573821278,50.0,0.8620689655172413,12.0,11.89655172413793,6511.724137931034,3450.344827586207,0.5172413793103449,0.5689655172413793,0.3793103448275862,0.10344827586206896,0.29310344827586204,0.41379310344827586,0.6896551724137931,0.8275862068965517,0.3103448275862069,0.1724137931034483,0.08620689655172414,0.20689655172413793,No,0
